Participant	Recording	Case	Stimul	Timestamp	Fixation_X	Fixation_Y	File	Right_eye_normalized	Left_eye_normalized	Rage-Net_X	Rage-Net_Y
P11	Recording14	case_1	Bottom right	180378254	1728.0	959.0	1482.jpg	1482_right_eye.jpg	1482_left_eye.jpg	1749.8837	888.59735
P11	Recording14	case_1	Bottom center	182418008	962.0	978.0	1483.jpg	1483_right_eye.jpg	1483_left_eye.jpg	822.1822	979.4205
P11	Recording14	case_1	Top center	184104405	960.0	173.0	1484.jpg	1484_right_eye.jpg	1484_left_eye.jpg	934.73267	370.24725
P11	Recording14	case_2	Top right	212993032	1767.0	96.0	1485.jpg	1485_right_eye.jpg	1485_left_eye.jpg	1744.1769	321.50058
P11	Recording14	case_2	Bottom left	215042690	156.0	960.0	1486.jpg	1486_right_eye.jpg	1486_left_eye.jpg	168.1924	861.6489
P11	Recording14	case_2	Top left	217072378	180.0	123.0	1487.jpg	1487_right_eye.jpg	1487_left_eye.jpg	410.3287	273.0174
P11	Recording14	case_2	Bottom center	218899845			1488.jpg	1488_right_eye.jpg	1488_left_eye.jpg	891.0301	947.7117
P11	Recording14	case_2	Middle right	220471830	1794.0	513.0	1489.jpg	1489_right_eye.jpg	1489_left_eye.jpg	1800.032	470.18448
P11	Recording14	case_2	Middle center	222259688			1490.jpg	1490_right_eye.jpg	1490_left_eye.jpg	878.55505	664.6827
P11	Recording14	case_2	Top center	223607893	957.0	107.0	1491.jpg	1491_right_eye.jpg	1491_left_eye.jpg	950.3662	363.97968
P11	Recording14	case_2	Bottom right	225443674			1492.jpg	1492_right_eye.jpg	1492_left_eye.jpg	1780.7174	799.7424
P11	Recording14	case_2	Middle left	227107596			1493.jpg	1493_right_eye.jpg	1493_left_eye.jpg	356.4836	500.9097
P11	Recording14	case_2	Middle center	228803682			1494.jpg	1494_right_eye.jpg	1494_left_eye.jpg	807.87787	659.32416
P11	Recording14	case_2	Bottom right	230273483	1741.0	968.0	1495.jpg	1495_right_eye.jpg	1495_left_eye.jpg	1828.1587	879.4472
P11	Recording14	case_2	Top left	231993214	173.0	127.0	1496.jpg	1496_right_eye.jpg	1496_left_eye.jpg	561.66833	221.32956
P11	Recording14	case_2	Top right	233929655	1766.0	123.0	1497.jpg	1497_right_eye.jpg	1497_left_eye.jpg	1790.1821	234.29597
P11	Recording14	case_2	Top center	235455984	962.0	122.0	1498.jpg	1498_right_eye.jpg	1498_left_eye.jpg	968.6839	271.27103
P11	Recording14	case_2	Middle right	237291846	1763.0	535.0	1499.jpg	1499_right_eye.jpg	1499_left_eye.jpg	1809.8611	507.78168
P11	Recording14	case_2	Bottom center	239179494	951.0	980.0	1500.jpg	1500_right_eye.jpg	1500_left_eye.jpg	890.81934	943.3307
P11	Recording14	case_2	Bottom left	240898534	151.0	977.0	1501.jpg	1501_right_eye.jpg	1501_left_eye.jpg	236.35037	923.0596
P11	Recording14	case_2	Middle left	242368198	170.0	556.0	1502.jpg	1502_right_eye.jpg	1502_left_eye.jpg	350.06198	536.57214
P11	Recording14	case_2	Middle right	244114683	1767.0	532.0	1503.jpg	1503_right_eye.jpg	1503_left_eye.jpg	1836.938	530.81586
P11	Recording14	case_2	Top center	245801071	951.0	102.0	1504.jpg	1504_right_eye.jpg	1504_left_eye.jpg	1023.9054	315.89133
P11	Recording14	case_2	Bottom center	247411760			1505.jpg	1505_right_eye.jpg	1505_left_eye.jpg	850.03577	928.36945
P11	Recording14	case_2	Top left	248913910	179.0	123.0	1506.jpg	1506_right_eye.jpg	1506_left_eye.jpg	571.78656	140.07767
P11	Recording14	case_2	Bottom left	250690296	157.0	977.0	1507.jpg	1507_right_eye.jpg	1507_left_eye.jpg	241.3139	868.1424
P11	Recording14	case_2	Bottom right	252346596	1758.0	961.0	1508.jpg	1508_right_eye.jpg	1508_left_eye.jpg	1797.7893	840.91156
P11	Recording14	case_2	Middle center	253883736			1509.jpg	1509_right_eye.jpg	1509_left_eye.jpg	856.99097	656.4474
P11	Recording14	case_2	Middle left	255266126	167.0	546.0	1510.jpg	1510_right_eye.jpg	1510_left_eye.jpg	352.55902	573.16425
P11	Recording14	case_2	Top right	256649363	1767.0	122.0	1511.jpg	1511_right_eye.jpg	1511_left_eye.jpg	1813.9287	229.54088
P11	Recording14	case_3	Middle left	317266097	155.0	552.0	1512.jpg	1512_right_eye.jpg	1512_left_eye.jpg	203.25656	3.2877426
P11	Recording14	case_3	Bottom center	318672529	960.0	988.0	1513.jpg	1513_right_eye.jpg	1513_left_eye.jpg	979.59827	23.103067
P11	Recording14	case_3	Middle center	319978971	964.0	479.0	1514.jpg	1514_right_eye.jpg	1514_left_eye.jpg	771.5139	9.988259
P11	Recording14	case_3	Bottom left	321472055	182.0	977.0	1515.jpg	1515_right_eye.jpg	1515_left_eye.jpg	136.27928	17.766205
P11	Recording14	case_3	Top center	322911831	955.0	174.0	1516.jpg	1516_right_eye.jpg	1516_left_eye.jpg	1038.5493	12.470364
P11	Recording14	case_3	Bottom right	324464930	1729.0	962.0	1517.jpg	1517_right_eye.jpg	1517_left_eye.jpg	1705.3066	93.81181
P11	Recording14	case_3	Top right	325881248	1762.0	165.0	1518.jpg	1518_right_eye.jpg	1518_left_eye.jpg	1679.69	78.89426
P11	Recording14	case_3	Middle right	327274377	1748.0	569.0	1519.jpg	1519_right_eye.jpg	1519_left_eye.jpg	1712.7273	63.400036
P11	Recording14	case_3	Top left	328737594	165.0	152.0	1520.jpg	1520_right_eye.jpg	1520_left_eye.jpg	224.53777	32.762276
P11	Recording14	case_3	Bottom right	330480544	1724.0	964.0	1521.jpg	1521_right_eye.jpg	1521_left_eye.jpg	1724.8549	91.4313
P11	Recording14	case_3	Top left	331953636	161.0	152.0	1522.jpg	1522_right_eye.jpg	1522_left_eye.jpg	310.47372	32.369293
P11	Recording14	case_3	Middle center	333440061	965.0	486.0	1523.jpg	1523_right_eye.jpg	1523_left_eye.jpg	788.4315	10.153479
P11	Recording14	case_3	Top center	334919816	956.0	176.0	1524.jpg	1524_right_eye.jpg	1524_left_eye.jpg	977.1943	14.495263
P11	Recording14	case_3	Bottom left	336336369	173.0	981.0	1525.jpg	1525_right_eye.jpg	1525_left_eye.jpg	226.81157	29.088634
P11	Recording14	case_3	Top right	337762792	1762.0	160.0	1526.jpg	1526_right_eye.jpg	1526_left_eye.jpg	1645.4763	62.601723
P11	Recording14	case_3	Bottom center	339335879	959.0	994.0	1527.jpg	1527_right_eye.jpg	1527_left_eye.jpg	917.0037	24.854628
P11	Recording14	case_3	Middle left	340778870	154.0	557.0	1528.jpg	1528_right_eye.jpg	1528_left_eye.jpg	181.92772	6.466141
P11	Recording14	case_3	Middle right	342168741	1761.0	546.0	1529.jpg	1529_right_eye.jpg	1529_left_eye.jpg	1718.0869	40.769108
P11	Recording14	case_3	Bottom right	343591843	1721.0	975.0	1530.jpg	1530_right_eye.jpg	1530_left_eye.jpg	1724.5547	84.0658
P11	Recording14	case_3	Top right	344984963	1762.0	174.0	1531.jpg	1531_right_eye.jpg	1531_left_eye.jpg	1652.7937	63.129707
P11	Recording14	case_3	Middle left	346458075	155.0	550.0	1532.jpg	1532_right_eye.jpg	1532_left_eye.jpg	227.23317	8.342859
P11	Recording14	case_3	Top left	348081171	153.0	144.0	1533.jpg	1533_right_eye.jpg	1533_left_eye.jpg	317.64822	24.461712
P11	Recording14	case_3	Middle center	349290958	967.0	487.0	1534.jpg	1534_right_eye.jpg	1534_left_eye.jpg	859.2559	12.574283
P11	Recording14	case_3	Bottom center	350657322	969.0	995.0	1535.jpg	1535_right_eye.jpg	1535_left_eye.jpg	910.9611	18.531277
P11	Recording14	case_3	Top center	351987199	952.0	188.0	1536.jpg	1536_right_eye.jpg	1536_left_eye.jpg	967.48236	11.840736
P11	Recording14	case_3	Middle right	353506965	1757.0	548.0	1537.jpg	1537_right_eye.jpg	1537_left_eye.jpg	1700.975	63.325115
P11	Recording14	case_3	Bottom left	355066690	178.0	978.0	1538.jpg	1538_right_eye.jpg	1538_left_eye.jpg	225.31099	15.246357
P11	Recording14	case_4	Middle left	387841433	162.0	553.0	1539.jpg	1539_right_eye.jpg	1539_left_eye.jpg	1403.6794	87.77143
P11	Recording14	case_4	Bottom left	389537705	179.0	978.0	1540.jpg	1540_right_eye.jpg	1540_left_eye.jpg	1495.1669	321.49844
P11	Recording14	case_4	Bottom right	391137545	1725.0	971.0	1541.jpg	1541_right_eye.jpg	1541_left_eye.jpg	1916.1917	439.1543
P11	Recording14	case_4	Top right	392697308	1758.0	164.0	1542.jpg	1542_right_eye.jpg	1542_left_eye.jpg	1880.2913	55.31348
P11	Recording14	case_4	Top center	394137055	964.0	157.0	1543.jpg	1543_right_eye.jpg	1543_left_eye.jpg	1823.6951	38.274742
P11	Recording14	case_4	Middle center	395553385	968.0	480.0	1544.jpg	1544_right_eye.jpg	1544_left_eye.jpg	1854.9253	164.70763
P11	Recording14	case_4	Bottom center	397039811	967.0	994.0	1545.jpg	1545_right_eye.jpg	1545_left_eye.jpg	1892.7952	331.2756
P11	Recording14	case_4	Middle right	398369687	1746.0	549.0	1546.jpg	1546_right_eye.jpg	1546_left_eye.jpg	1913.9015	184.49098
P11	Recording14	case_4	Top left	399712698	168.0	158.0	1547.jpg	1547_right_eye.jpg	1547_left_eye.jpg	1287.6509	33.149498
P11	Recording14	case_4	Middle center	401329201	963.0	483.0	1548.jpg	1548_right_eye.jpg	1548_left_eye.jpg	1861.6047	156.65001
P11	Recording14	case_4	Middle left	403018833	160.0	560.0	1549.jpg	1549_right_eye.jpg	1549_left_eye.jpg	1419.2219	68.34586
P11	Recording14	case_4	Top right	404625232	1770.0	151.0	1550.jpg	1550_right_eye.jpg	1550_left_eye.jpg	1899.7932	47.62713
P11	Recording14	case_4	Bottom right	406144979	1722.0	971.0	1551.jpg	1551_right_eye.jpg	1551_left_eye.jpg	1915.845	414.88226
P11	Recording14	case_4	Top left	407754810	167.0	159.0	1552.jpg	1552_right_eye.jpg	1552_left_eye.jpg	1323.549	32.79599
P11	Recording14	case_4	Top center	409081254	959.0	164.0	1553.jpg	1553_right_eye.jpg	1553_left_eye.jpg	1810.0078	39.6149
P11	Recording14	case_4	Bottom left	411024274	176.0	993.0	1554.jpg	1554_right_eye.jpg	1554_left_eye.jpg	1511.8179	332.0687
P11	Recording14	case_4	Middle right	412537352	1756.0	536.0	1555.jpg	1555_right_eye.jpg	1555_left_eye.jpg	1915.1875	180.81738
P11	Recording14	case_4	Bottom center	414027118	970.0	1001.0	1556.jpg	1556_right_eye.jpg	1556_left_eye.jpg	1878.732	356.14468
P11	Recording14	case_4	Middle left	415610179	158.0	549.0	1557.jpg	1557_right_eye.jpg	1557_left_eye.jpg	1400.0527	47.285393
P11	Recording14	case_4	Top right	417129932	1765.0	143.0	1558.jpg	1558_right_eye.jpg	1558_left_eye.jpg	1885.7538	67.13905
P11	Recording14	case_4	Middle center	418466270	964.0	482.0	1559.jpg	1559_right_eye.jpg	1559_left_eye.jpg	1844.9425	156.5002
P11	Recording14	case_4	Bottom left	419872693	177.0	984.0	1560.jpg	1560_right_eye.jpg	1560_left_eye.jpg	1468.4529	294.3953
P11	Recording14	case_4	Middle right	421265827	1749.0	540.0	1561.jpg	1561_right_eye.jpg	1561_left_eye.jpg	1912.0658	119.68156
P11	Recording14	case_4	Top left	422682353	167.0	157.0	1562.jpg	1562_right_eye.jpg	1562_left_eye.jpg	1286.3303	37.4148
P11	Recording14	case_4	Bottom center	424145327	964.0	994.0	1563.jpg	1563_right_eye.jpg	1563_left_eye.jpg	1880.6449	357.76898
P11	Recording14	case_4	Top center	425671766	967.0	165.0	1564.jpg	1564_right_eye.jpg	1564_left_eye.jpg	1810.7957	61.23045
P11	Recording14	case_4	Bottom right	426984882	1709.0	980.0	1565.jpg	1565_right_eye.jpg	1565_left_eye.jpg	1916.1666	347.7367
P11	Recording14	case_5	Top center	468904864	958.0	157.0	1566.jpg	1566_right_eye.jpg	1566_left_eye.jpg	977.2594	405.00723
P11	Recording14	case_5	Middle left	470577911	166.0	565.0	1567.jpg	1567_right_eye.jpg	1567_left_eye.jpg	246.4921	628.3811
P11	Recording14	case_5	Middle right	472121000	1756.0	549.0	1568.jpg	1568_right_eye.jpg	1568_left_eye.jpg	1871.3959	586.98615
P11	Recording14	case_5	Bottom left	473880725	174.0	972.0	1569.jpg	1569_right_eye.jpg	1569_left_eye.jpg	99.69606	892.7343
P11	Recording14	case_5	Bottom center	475330375	963.0	998.0	1570.jpg	1570_right_eye.jpg	1570_left_eye.jpg	1033.921	900.25476
P11	Recording14	case_5	Top left	476793594	167.0	153.0	1571.jpg	1571_right_eye.jpg	1571_left_eye.jpg	368.16086	430.6664
P11	Recording14	case_5	Middle center	478353340	966.0	474.0	1572.jpg	1572_right_eye.jpg	1572_left_eye.jpg	1204.0858	740.4408
P11	Recording14	case_5	Bottom right	479666470	1727.0	972.0	1573.jpg	1573_right_eye.jpg	1573_left_eye.jpg	1769.7124	844.95404
P11	Recording14	case_5	Top right	481176134	1763.0	143.0	1574.jpg	1574_right_eye.jpg	1574_left_eye.jpg	1793.7338	408.22797
P11	Recording14	case_5	Bottom left	482802522	178.0	975.0	1575.jpg	1575_right_eye.jpg	1575_left_eye.jpg	151.36714	916.655
P11	Recording14	case_5	Middle left	484265715	174.0	562.0	1576.jpg	1576_right_eye.jpg	1576_left_eye.jpg	266.719	610.68756
P11	Recording14	case_5	Bottom center	485802034	958.0	981.0	1577.jpg	1577_right_eye.jpg	1577_left_eye.jpg	1084.1707	862.08777
P11	Recording14	case_5	Top right	487241774	1771.0	152.0	1578.jpg	1578_right_eye.jpg	1578_left_eye.jpg	1876.2921	298.10034
P11	Recording14	case_5	Middle right	488864975	1766.0	559.0	1579.jpg	1579_right_eye.jpg	1579_left_eye.jpg	1851.8798	611.2917
P11	Recording14	case_5	Top left	490538041	165.0	154.0	1580.jpg	1580_right_eye.jpg	1580_left_eye.jpg	412.27362	399.11923
P11	Recording14	case_5	Top center	491914378	960.0	149.0	1581.jpg	1581_right_eye.jpg	1581_left_eye.jpg	1195.0411	503.6414
P11	Recording14	case_5	Middle center	493290920	966.0	478.0	1582.jpg	1582_right_eye.jpg	1582_left_eye.jpg	1176.494	690.89496
P11	Recording14	case_5	Bottom right	494784009	1731.0	967.0	1583.jpg	1583_right_eye.jpg	1583_left_eye.jpg	1802.2938	885.2983
P11	Recording14	case_5	Bottom center	496217113	969.0	997.0	1584.jpg	1584_right_eye.jpg	1584_left_eye.jpg	1012.16376	850.80646
P11	Recording14	case_5	Top center	497610215	961.0	154.0	1585.jpg	1585_right_eye.jpg	1585_left_eye.jpg	1058.4124	584.68567
P11	Recording14	case_5	Top right	499176632	1774.0	153.0	1586.jpg	1586_right_eye.jpg	1586_left_eye.jpg	1848.1943	325.80508
P11	Recording14	case_5	Middle left	500712937	174.0	561.0	1587.jpg	1587_right_eye.jpg	1587_left_eye.jpg	213.1788	622.7479
P11	Recording14	case_5	Middle center	502066059	967.0	476.0	1588.jpg	1588_right_eye.jpg	1588_left_eye.jpg	997.7964	649.93866
P11	Recording14	case_5	Top left	503379152	165.0	140.0	1589.jpg	1589_right_eye.jpg	1589_left_eye.jpg	440.4773	394.61496
P11	Recording14	case_5	Middle right	504752262	1752.0	559.0	1590.jpg	1590_right_eye.jpg	1590_left_eye.jpg	1823.4625	688.28906
P11	Recording14	case_5	Bottom left	506065498	174.0	968.0	1591.jpg	1591_right_eye.jpg	1591_left_eye.jpg	259.32858	816.17584
P11	Recording14	case_5	Bottom right	507498594	1741.0	963.0	1592.jpg	1592_right_eye.jpg	1592_left_eye.jpg	1810.1362	812.7322
P11	Recording14	case_6	Middle center	523162655	964.0	496.0	1593.jpg	1593_right_eye.jpg	1593_left_eye.jpg	902.3024	571.9917
P11	Recording14	case_6	Bottom left	524569099	167.0	994.0	1594.jpg	1594_right_eye.jpg	1594_left_eye.jpg	91.04247	1043.9534
P11	Recording14	case_6	Top center	526088832	958.0	169.0	1595.jpg	1595_right_eye.jpg	1595_left_eye.jpg	1045.5446	336.23322
P11	Recording14	case_6	Bottom right	527578714	1716.0	978.0	1596.jpg	1596_right_eye.jpg	1596_left_eye.jpg	1902.7561	966.33527
P11	Recording14	case_6	Top left	529048379	152.0	153.0	1597.jpg	1597_right_eye.jpg	1597_left_eye.jpg	57.164146	231.71451
P11	Recording14	case_6	Top right	530288158	1769.0	165.0	1598.jpg	1598_right_eye.jpg	1598_left_eye.jpg	1903.4182	310.15967
P11	Recording14	case_6	Bottom center	531648060	955.0	1005.0	1599.jpg	1599_right_eye.jpg	1599_left_eye.jpg	1029.6079	1008.7834
P11	Recording14	case_6	Middle left	532994508	153.0	547.0	1600.jpg	1600_right_eye.jpg	1600_left_eye.jpg	71.33175	730.5291
P11	Recording14	case_6	Middle right	534424181	1740.0	553.0	1601.jpg	1601_right_eye.jpg	1601_left_eye.jpg	1892.3695	616.55145
P11	Recording14	case_6	Middle center	535554112	959.0	482.0	1602.jpg	1602_right_eye.jpg	1602_left_eye.jpg	878.5135	705.4264
P11	Recording14	case_6	Bottom left	536867212	174.0	988.0	1603.jpg	1603_right_eye.jpg	1603_left_eye.jpg	94.69801	1005.4421
P11	Recording14	case_6	Middle left	537970271	146.0	563.0	1604.jpg	1604_right_eye.jpg	1604_left_eye.jpg	89.034515	747.54065
P11	Recording14	case_6	Bottom right	539410005	1714.0	982.0	1605.jpg	1605_right_eye.jpg	1605_left_eye.jpg	1909.5256	1027.8558
P11	Recording14	case_6	Bottom center	540679919	956.0	1007.0	1606.jpg	1606_right_eye.jpg	1606_left_eye.jpg	920.22784	934.89166
P11	Recording14	case_6	Top left	541946387	156.0	156.0	1607.jpg	1607_right_eye.jpg	1607_left_eye.jpg	79.38119	210.56828
P11	Recording14	case_6	Top right	543232845	1767.0	158.0	1608.jpg	1608_right_eye.jpg	1608_left_eye.jpg	1885.3718	346.28406
P11	Recording14	case_6	Middle right	544449318	1752.0	536.0	1609.jpg	1609_right_eye.jpg	1609_left_eye.jpg	1893.328	746.3954
P11	Recording14	case_6	Top center	545842426	956.0	166.0	1610.jpg	1610_right_eye.jpg	1610_left_eye.jpg	1021.44604	275.30637
P11	Recording14	case_6	Bottom left	547265540	170.0	996.0	1611.jpg	1611_right_eye.jpg	1611_left_eye.jpg	69.3201	1023.8587
P11	Recording14	case_6	Middle right	548778623	1748.0	534.0	1612.jpg	1612_right_eye.jpg	1612_left_eye.jpg	1905.08	649.6182
P11	Recording14	case_6	Middle center	550138413	959.0	499.0	1613.jpg	1613_right_eye.jpg	1613_left_eye.jpg	796.7406	626.48737
P11	Recording14	case_6	Top center	551561392	954.0	159.0	1614.jpg	1614_right_eye.jpg	1614_left_eye.jpg	1063.5516	305.4953
P11	Recording14	case_6	Middle left	553024645	150.0	553.0	1615.jpg	1615_right_eye.jpg	1615_left_eye.jpg	100.197845	638.403
P11	Recording14	case_6	Top right	554384396	1763.0	159.0	1616.jpg	1616_right_eye.jpg	1616_left_eye.jpg	1908.4403	355.04932
P11	Recording14	case_6	Bottom center	555827393	960.0	1008.0	1617.jpg	1617_right_eye.jpg	1617_left_eye.jpg	957.1426	868.608
P11	Recording14	case_6	Bottom right	557257276	1718.0	986.0	1618.jpg	1618_right_eye.jpg	1618_left_eye.jpg	1909.6207	979.95087
P11	Recording14	case_6	Top left	558626952	156.0	148.0	1619.jpg	1619_right_eye.jpg	1619_left_eye.jpg	119.30231	230.44885
P12	Recording15	case_1	Top right	189502965	1855.0	176.0	1620.jpg	1620_right_eye.jpg	1620_left_eye.jpg	1761.0197	302.41772
P12	Recording15	case_1	Top center	190789416	965.0	177.0	1621.jpg	1621_right_eye.jpg	1621_left_eye.jpg	837.5561	412.90033
P12	Recording15	case_1	Bottom left	192125774	100.0	892.0	1622.jpg	1622_right_eye.jpg	1622_left_eye.jpg	144.76122	899.92944
P12	Recording15	case_1	Top left	193525546	66.0	171.0	1623.jpg	1623_right_eye.jpg	1623_left_eye.jpg	98.1087	228.25955
P12	Recording15	case_1	Bottom right	194828804	1794.0	887.0	1624.jpg	1624_right_eye.jpg	1624_left_eye.jpg	1902.9093	998.27386
P12	Recording15	case_1	Bottom center	195901936	957.0	905.0	1625.jpg	1625_right_eye.jpg	1625_left_eye.jpg	921.3213	1003.9509
P12	Recording15	case_1	Middle center	197084975	973.0	552.0	1626.jpg	1626_right_eye.jpg	1626_left_eye.jpg	844.8872	684.3136
P12	Recording15	case_1	Middle right	198271476	1827.0	534.0	1627.jpg	1627_right_eye.jpg	1627_left_eye.jpg	1838.9493	533.89026
P12	Recording15	case_1	Middle left	199524606	90.0	551.0	1628.jpg	1628_right_eye.jpg	1628_left_eye.jpg	119.27439	439.94745
P12	Recording15	case_1	Top center	200261244	967.0	184.0	1629.jpg	1629_right_eye.jpg	1629_left_eye.jpg	814.9284	349.432
P12	Recording15	case_1	Middle right	201061120	1835.0	544.0	1630.jpg	1630_right_eye.jpg	1630_left_eye.jpg	1881.919	589.94763
P12	Recording15	case_1	Bottom right	202117607	1811.0	896.0	1631.jpg	1631_right_eye.jpg	1631_left_eye.jpg	1886.6451	996.95715
P12	Recording15	case_1	Top right	203134114	1869.0	179.0	1632.jpg	1632_right_eye.jpg	1632_left_eye.jpg	1847.1047	385.60242
P12	Recording15	case_1	Bottom center	204270577	970.0	893.0	1633.jpg	1633_right_eye.jpg	1633_left_eye.jpg	897.5615	997.0694
P12	Recording15	case_1	Middle left	205173776	77.0	548.0	1634.jpg	1634_right_eye.jpg	1634_left_eye.jpg	209.24875	586.0403
P12	Recording15	case_1	Top left	206183611	66.0	172.0	1635.jpg	1635_right_eye.jpg	1635_left_eye.jpg	141.10849	306.73795
P12	Recording15	case_1	Middle center	207093454	964.0	559.0	1636.jpg	1636_right_eye.jpg	1636_left_eye.jpg	861.98535	710.057
P12	Recording15	case_1	Bottom left	208046633	106.0	897.0	1637.jpg	1637_right_eye.jpg	1637_left_eye.jpg	190.5714	905.19165
P12	Recording15	case_1	Top center	209006379	975.0	181.0	1638.jpg	1638_right_eye.jpg	1638_left_eye.jpg	832.9846	384.7771
P12	Recording15	case_1	Middle left	209909668	91.0	555.0	1639.jpg	1639_right_eye.jpg	1639_left_eye.jpg	352.5066	605.1666
P12	Recording15	case_1	Top left	210599455	75.0	166.0	1640.jpg	1640_right_eye.jpg	1640_left_eye.jpg	294.90753	362.75824
P12	Recording15	case_1	Bottom center	211629396	956.0	901.0	1641.jpg	1641_right_eye.jpg	1641_left_eye.jpg	894.23865	1004.0423
P12	Recording15	case_1	Middle center	212262616	959.0	538.0	1642.jpg	1642_right_eye.jpg	1642_left_eye.jpg	839.8518	661.4833
P12	Recording15	case_1	Middle right	212902514	1825.0	526.0	1643.jpg	1643_right_eye.jpg	1643_left_eye.jpg	1881.5035	521.338
P12	Recording15	case_1	Bottom right	213582404	1792.0	884.0	1644.jpg	1644_right_eye.jpg	1644_left_eye.jpg	1897.7955	973.426
P12	Recording15	case_1	Bottom left	214365521	101.0	892.0	1645.jpg	1645_right_eye.jpg	1645_left_eye.jpg	183.70656	877.04126
P12	Recording15	case_1	Top right	215188816	1862.0	167.0	1646.jpg	1646_right_eye.jpg	1646_left_eye.jpg	1810.5963	304.65237
P12	Recording15	case_2	Top center	246623742	972.0	164.0	1647.jpg	1647_right_eye.jpg	1647_left_eye.jpg	791.9143	255.27078
P12	Recording15	case_2	Top left	247310292	93.0	161.0	1648.jpg	1648_right_eye.jpg	1648_left_eye.jpg	303.84924	252.01654
P12	Recording15	case_2	Middle left	247996853	76.0	546.0	1649.jpg	1649_right_eye.jpg	1649_left_eye.jpg	208.76904	607.37994
P12	Recording15	case_2	Middle center	248639985	957.0	569.0	1650.jpg	1650_right_eye.jpg	1650_left_eye.jpg	841.76294	693.3726
P12	Recording15	case_2	Top right	249406527	1860.0	137.0	1651.jpg	1651_right_eye.jpg	1651_left_eye.jpg	1729.6251	309.03513
P12	Recording15	case_2	Bottom left	250046418	109.0	893.0	1652.jpg	1652_right_eye.jpg	1652_left_eye.jpg	189.25104	957.1798
P12	Recording15	case_2	Bottom center	250692976	955.0	909.0	1653.jpg	1653_right_eye.jpg	1653_left_eye.jpg	959.2807	1036.9286
P12	Recording15	case_2	Bottom right	251286203	1774.0	872.0	1654.jpg	1654_right_eye.jpg	1654_left_eye.jpg	1869.7953	965.38055
P12	Recording15	case_2	Middle right	251736253	1841.0	512.0	1655.jpg	1655_right_eye.jpg	1655_left_eye.jpg	1843.9194	591.0161
P12	Recording15	case_2	Top right	252159408	1882.0	143.0	1656.jpg	1656_right_eye.jpg	1656_left_eye.jpg	1755.2891	255.30418
P12	Recording15	case_2	Middle left	252759332	102.0	536.0	1657.jpg	1657_right_eye.jpg	1657_left_eye.jpg	210.47409	606.048
P12	Recording15	case_2	Bottom center	253469323	949.0	909.0	1658.jpg	1658_right_eye.jpg	1658_left_eye.jpg	916.442	1006.22253
P12	Recording15	case_2	Middle center	253895904	966.0	517.0	1659.jpg	1659_right_eye.jpg	1659_left_eye.jpg	762.1632	559.9341
P12	Recording15	case_2	Bottom right	254302503	1715.0	884.0	1660.jpg	1660_right_eye.jpg	1660_left_eye.jpg	1861.3978	1001.721
P12	Recording15	case_2	Bottom left	254782419	198.0	907.0	1661.jpg	1661_right_eye.jpg	1661_left_eye.jpg	228.77779	913.4049
P12	Recording15	case_2	Top center	255245584	828.0	241.0	1662.jpg	1662_right_eye.jpg	1662_left_eye.jpg	681.4692	392.08267
P12	Recording15	case_2	Middle right	255685519	1826.0	518.0	1663.jpg	1663_right_eye.jpg	1663_left_eye.jpg	1773.126	537.0577
P12	Recording15	case_2	Top left	256365408	77.0	179.0	1664.jpg	1664_right_eye.jpg	1664_left_eye.jpg	135.67014	271.9434
P12	Recording15	case_2	Bottom center	256902087	939.0	886.0	1665.jpg	1665_right_eye.jpg	1665_left_eye.jpg	891.0322	1037.3639
P12	Recording15	case_2	Bottom right	257325245	1700.0	842.0	1666.jpg	1666_right_eye.jpg	1666_left_eye.jpg	1790.4666	933.34705
P12	Recording15	case_2	Top right	257821955	1857.0	167.0	1667.jpg	1667_right_eye.jpg	1667_left_eye.jpg	1775.4886	268.40204
P12	Recording15	case_2	Bottom left	258351745	120.0	869.0	1668.jpg	1668_right_eye.jpg	1668_left_eye.jpg	234.50974	910.3011
P12	Recording15	case_2	Middle right	259038301	1831.0	533.0	1669.jpg	1669_right_eye.jpg	1669_left_eye.jpg	1780.3298	511.62384
P12	Recording15	case_2	Top left	259648305	101.0	177.0	1670.jpg	1670_right_eye.jpg	1670_left_eye.jpg	343.9409	388.06516
P12	Recording15	case_2	Middle center	260294863	966.0	571.0	1671.jpg	1671_right_eye.jpg	1671_left_eye.jpg	834.82306	687.2639
P12	Recording15	case_2	Middle left	260888126	102.0	543.0	1672.jpg	1672_right_eye.jpg	1672_left_eye.jpg	235.1575	596.2589
P12	Recording15	case_2	Top center	261431244	964.0	182.0	1673.jpg	1673_right_eye.jpg	1673_left_eye.jpg	882.45825	388.76135
P12	Recording15	case_3	Top center	302351323	970.0	176.0	1674.jpg	1674_right_eye.jpg	1674_left_eye.jpg	1094.993	13.220379
P12	Recording15	case_3	Top left	302871238	59.0	146.0	1675.jpg	1675_right_eye.jpg	1675_left_eye.jpg	191.43393	35.674225
P12	Recording15	case_3	Bottom left	303407821	100.0	899.0	1676.jpg	1676_right_eye.jpg	1676_left_eye.jpg	56.821198	179.67177
P12	Recording15	case_3	Middle left	303934403	87.0	571.0	1677.jpg	1677_right_eye.jpg	1677_left_eye.jpg	123.16331	29.163752
P12	Recording15	case_3	Bottom right	304497642	1797.0	887.0	1678.jpg	1678_right_eye.jpg	1678_left_eye.jpg	1867.6194	394.43457
