Participant	Recording	Case	Stimul	Timestamp	Fixation_X	Fixation_Y	File	Right_eye_normalized	Left_eye_normalized
P5	Recording8	case_6	Top center	376051809	966.0	164.0	642.jpg	642_right_eye.jpg	642_left_eye.jpg
P5	Recording8	case_6	Middle left	377171636	153.0	507.0	643.jpg	643_right_eye.jpg	643_left_eye.jpg
P5	Recording8	case_6	Top left	378244782	158.0	143.0	644.jpg	644_right_eye.jpg	644_left_eye.jpg
P5	Recording8	case_6	Middle right	379284638	1758.0	526.0	645.jpg	645_right_eye.jpg	645_left_eye.jpg
P5	Recording8	case_6	Bottom right	380337783	1738.0	952.0	646.jpg	646_right_eye.jpg	646_left_eye.jpg
P5	Recording8	case_6	Middle center	381387712	961.0	501.0	647.jpg	647_right_eye.jpg	647_left_eye.jpg
P6	Recording9	case_1	Middle right	114364060	1757.0	560.0	648.jpg	648_right_eye.jpg	648_left_eye.jpg
P6	Recording9	case_1	Middle center	115937125	961.0	470.0	649.jpg	649_right_eye.jpg	649_left_eye.jpg
P6	Recording9	case_1	Middle left	117793587	154.0	513.0	650.jpg	650_right_eye.jpg	650_left_eye.jpg
P6	Recording9	case_1	Top left	119673190	172.0	120.0	651.jpg	651_right_eye.jpg	651_left_eye.jpg
P6	Recording9	case_1	Top center	121386229	958.0	135.0	652.jpg	652_right_eye.jpg	652_left_eye.jpg
P6	Recording9	case_1	Bottom right	122969429	1774.0	928.0	653.jpg	653_right_eye.jpg	653_left_eye.jpg
P6	Recording9	case_1	Bottom left	124755810	149.0	915.0	654.jpg	654_right_eye.jpg	654_left_eye.jpg
P6	Recording9	case_1	Bottom center	126475526	963.0	920.0	655.jpg	655_right_eye.jpg	655_left_eye.jpg
P6	Recording9	case_1	Top right	127945174	1754.0	157.0	656.jpg	656_right_eye.jpg	656_left_eye.jpg
P6	Recording9	case_1	Middle center	129235069	972.0	488.0	657.jpg	657_right_eye.jpg	657_left_eye.jpg
P6	Recording9	case_1	Bottom center	130698054	975.0	917.0	658.jpg	658_right_eye.jpg	658_left_eye.jpg
P6	Recording9	case_1	Middle left	132217770	164.0	515.0	659.jpg	659_right_eye.jpg	659_left_eye.jpg
P6	Recording9	case_1	Top left	133877523	836.0	328.0	660.jpg	660_right_eye.jpg	660_left_eye.jpg
P6	Recording9	case_1	Top center	135697333	966.0	132.0	661.jpg	661_right_eye.jpg	661_left_eye.jpg
P6	Recording9	case_1	Bottom right	137163761	1779.0	925.0	662.jpg	662_right_eye.jpg	662_left_eye.jpg
P6	Recording9	case_1	Bottom left	138706735	145.0	913.0	663.jpg	663_right_eye.jpg	663_left_eye.jpg
P6	Recording9	case_1	Middle right	140113158	1765.0	544.0	664.jpg	664_right_eye.jpg	664_left_eye.jpg
P6	Recording9	case_1	Top right	141579597	1763.0	161.0	665.jpg	665_right_eye.jpg	665_left_eye.jpg
P6	Recording9	case_1	Top center	143082782	963.0	132.0	666.jpg	666_right_eye.jpg	666_left_eye.jpg
P6	Recording9	case_1	Top right	144619096	1768.0	157.0	667.jpg	667_right_eye.jpg	667_left_eye.jpg
P6	Recording9	case_1	Bottom left	145945554	154.0	911.0	668.jpg	668_right_eye.jpg	668_left_eye.jpg
P6	Recording9	case_1	Middle right	147265310	1760.0	541.0	669.jpg	669_right_eye.jpg	669_left_eye.jpg
P6	Recording9	case_1	Middle left	148715207	153.0	507.0	670.jpg	670_right_eye.jpg	670_left_eye.jpg
P6	Recording9	case_1	Middle center	150091534	965.0	478.0	671.jpg	671_right_eye.jpg	671_left_eye.jpg
P6	Recording9	case_1	Top left	151771233	178.0	120.0	672.jpg	672_right_eye.jpg	672_left_eye.jpg
P6	Recording9	case_1	Bottom right	153387756	1773.0	923.0	673.jpg	673_right_eye.jpg	673_left_eye.jpg
P6	Recording9	case_1	Bottom center	154827508	973.0	922.0	674.jpg	674_right_eye.jpg	674_left_eye.jpg
P6	Recording9	case_2	Bottom right	182592936	1783.0	925.0	675.jpg	675_right_eye.jpg	675_left_eye.jpg
P6	Recording9	case_2	Top right	183922834	1763.0	141.0	676.jpg	676_right_eye.jpg	676_left_eye.jpg
P6	Recording9	case_2	Bottom left	185275949	135.0	907.0	677.jpg	677_right_eye.jpg	677_left_eye.jpg
P6	Recording9	case_2	Top left	186649051	185.0	83.0	678.jpg	678_right_eye.jpg	678_left_eye.jpg
P6	Recording9	case_2	Bottom center	188122130	970.0	913.0	679.jpg	679_right_eye.jpg	679_left_eye.jpg
P6	Recording9	case_2	Middle center	189465233	991.0	452.0	680.jpg	680_right_eye.jpg	680_left_eye.jpg
P6	Recording9	case_2	Top center	190611710	970.0	70.0	681.jpg	681_right_eye.jpg	681_left_eye.jpg
P6	Recording9	case_2	Middle left	191938144	178.0	506.0	682.jpg	682_right_eye.jpg	682_left_eye.jpg
P6	Recording9	case_2	Middle right	193371245	1775.0	532.0	683.jpg	683_right_eye.jpg	683_left_eye.jpg
P6	Recording9	case_2	Middle left	194697702	173.0	510.0	684.jpg	684_right_eye.jpg	684_left_eye.jpg
P6	Recording9	case_2	Bottom right	196060820	1780.0	922.0	685.jpg	685_right_eye.jpg	685_left_eye.jpg
P6	Recording9	case_2	Middle center	197653884	971.0	505.0	686.jpg	686_right_eye.jpg	686_left_eye.jpg
P6	Recording9	case_2	Bottom left	199176869	144.0	903.0	687.jpg	687_right_eye.jpg	687_left_eye.jpg
P6	Recording9	case_2	Bottom center	200753373	982.0	922.0	688.jpg	688_right_eye.jpg	688_left_eye.jpg
P6	Recording9	case_2	Top center	202409663	975.0	64.0	689.jpg	689_right_eye.jpg	689_left_eye.jpg
P6	Recording9	case_2	Middle right	203969376	1773.0	528.0	690.jpg	690_right_eye.jpg	690_left_eye.jpg
P6	Recording9	case_2	Top right	205442501	1751.0	137.0	691.jpg	691_right_eye.jpg	691_left_eye.jpg
P6	Recording9	case_2	Top left	207035668	183.0	75.0	692.jpg	692_right_eye.jpg	692_left_eye.jpg
P6	Recording9	case_2	Bottom right	208698735	1783.0	922.0	693.jpg	693_right_eye.jpg	693_left_eye.jpg
P6	Recording9	case_2	Top left	210081853	190.0	88.0	694.jpg	694_right_eye.jpg	694_left_eye.jpg
P6	Recording9	case_2	Top center	211481631	965.0	68.0	695.jpg	695_right_eye.jpg	695_left_eye.jpg
P6	Recording9	case_2	Middle right	213057947	1780.0	533.0	696.jpg	696_right_eye.jpg	696_left_eye.jpg
P6	Recording9	case_2	Middle center	214191062	990.0	447.0	697.jpg	697_right_eye.jpg	697_left_eye.jpg
P6	Recording9	case_2	Bottom left	216137411	148.0	921.0	698.jpg	698_right_eye.jpg	698_left_eye.jpg
P6	Recording9	case_2	Middle left	217730493	168.0	510.0	699.jpg	699_right_eye.jpg	699_left_eye.jpg
P6	Recording9	case_2	Bottom center	219056945	977.0	920.0	700.jpg	700_right_eye.jpg	700_left_eye.jpg
P6	Recording9	case_2	Top right	220393530	1751.0	137.0	701.jpg	701_right_eye.jpg	701_left_eye.jpg
P6	Recording9	case_3	Middle right	259363865	1757.0	544.0	702.jpg	702_right_eye.jpg	702_left_eye.jpg
P6	Recording9	case_3	Top left	260970272	179.0	117.0	703.jpg	703_right_eye.jpg	703_left_eye.jpg
P6	Recording9	case_3	Middle left	262186611	153.0	503.0	704.jpg	704_right_eye.jpg	704_left_eye.jpg
P6	Recording9	case_3	Top center	263609851	964.0	138.0	705.jpg	705_right_eye.jpg	705_left_eye.jpg
P6	Recording9	case_3	Bottom center	264906201	966.0	916.0	706.jpg	706_right_eye.jpg	706_left_eye.jpg
P6	Recording9	case_3	Bottom left	266305971	149.0	913.0	707.jpg	707_right_eye.jpg	707_left_eye.jpg
P6	Recording9	case_3	Top right	267715871	1765.0	151.0	708.jpg	708_right_eye.jpg	708_left_eye.jpg
P6	Recording9	case_3	Bottom right	269008972	1769.0	928.0	709.jpg	709_right_eye.jpg	709_left_eye.jpg
P6	Recording9	case_3	Middle center	270212007	969.0	491.0	710.jpg	710_right_eye.jpg	710_left_eye.jpg
P6	Recording9	case_3	Bottom right	271515225	1768.0	917.0	711.jpg	711_right_eye.jpg	711_left_eye.jpg
P6	Recording9	case_3	Middle right	272771702	1762.0	545.0	712.jpg	712_right_eye.jpg	712_left_eye.jpg
P6	Recording9	case_3	Bottom center	274138142	969.0	917.0	713.jpg	713_right_eye.jpg	713_left_eye.jpg
P6	Recording9	case_3	Middle center	275337943	967.0	485.0	714.jpg	714_right_eye.jpg	714_left_eye.jpg
P6	Recording9	case_3	Top right	276571076	1760.0	156.0	715.jpg	715_right_eye.jpg	715_left_eye.jpg
P6	Recording9	case_3	Bottom left	277730893	146.0	906.0	716.jpg	716_right_eye.jpg	716_left_eye.jpg
P6	Recording9	case_3	Top left	279130655	174.0	123.0	717.jpg	717_right_eye.jpg	717_left_eye.jpg
P6	Recording9	case_3	Top center	280217158	964.0	141.0	718.jpg	718_right_eye.jpg	718_left_eye.jpg
P6	Recording9	case_3	Middle left	281546823	149.0	504.0	719.jpg	719_right_eye.jpg	719_left_eye.jpg
P6	Recording9	case_3	Bottom right	282826656	1763.0	930.0	720.jpg	720_right_eye.jpg	720_left_eye.jpg
P6	Recording9	case_3	Middle right	284203199	1761.0	547.0	721.jpg	721_right_eye.jpg	721_left_eye.jpg
P6	Recording9	case_3	Top left	285506211	174.0	122.0	722.jpg	722_right_eye.jpg	722_left_eye.jpg
P6	Recording9	case_3	Top center	286626013	965.0	142.0	723.jpg	723_right_eye.jpg	723_left_eye.jpg
P6	Recording9	case_3	Middle center	288129227	968.0	484.0	724.jpg	724_right_eye.jpg	724_left_eye.jpg
P6	Recording9	case_3	Bottom center	289298936	969.0	922.0	725.jpg	725_right_eye.jpg	725_left_eye.jpg
P6	Recording9	case_3	Top right	290762123	1773.0	159.0	726.jpg	726_right_eye.jpg	726_left_eye.jpg
P6	Recording9	case_3	Middle left	292138455	164.0	512.0	727.jpg	727_right_eye.jpg	727_left_eye.jpg
P6	Recording9	case_3	Bottom left	293481683	156.0	899.0	728.jpg	728_right_eye.jpg	728_left_eye.jpg
P6	Recording9	case_4	Top right	326089677	1761.0	162.0	729.jpg	729_right_eye.jpg	729_left_eye.jpg
P6	Recording9	case_4	Middle left	327579349	181.0	502.0	730.jpg	730_right_eye.jpg	730_left_eye.jpg
P6	Recording9	case_4	Middle center	328745821	967.0	482.0	731.jpg	731_right_eye.jpg	731_left_eye.jpg
P6	Recording9	case_4	Top center	330025570	969.0	136.0	732.jpg	732_right_eye.jpg	732_left_eye.jpg
P6	Recording9	case_4	Bottom left	331482139	164.0	903.0	733.jpg	733_right_eye.jpg	733_left_eye.jpg
P6	Recording9	case_4	Top left	332905130	179.0	132.0	734.jpg	734_right_eye.jpg	734_left_eye.jpg
P6	Recording9	case_4	Middle right	334178246	1767.0	546.0	735.jpg	735_right_eye.jpg	735_left_eye.jpg
P6	Recording9	case_4	Bottom center	335481472	979.0	917.0	736.jpg	736_right_eye.jpg	736_left_eye.jpg
P6	Recording9	case_4	Bottom right	337347841	1776.0	919.0	737.jpg	737_right_eye.jpg	737_left_eye.jpg
P6	Recording9	case_4	Bottom center	338794276	967.0	923.0	738.jpg	738_right_eye.jpg	738_left_eye.jpg
P6	Recording9	case_4	Top center	339930761	967.0	143.0	739.jpg	739_right_eye.jpg	739_left_eye.jpg
P6	Recording9	case_4	Bottom right	341337204	1763.0	927.0	740.jpg	740_right_eye.jpg	740_left_eye.jpg
P6	Recording9	case_4	Middle center	342427027	968.0	483.0	741.jpg	741_right_eye.jpg	741_left_eye.jpg
P6	Recording9	case_4	Middle left	343776811	166.0	503.0	742.jpg	742_right_eye.jpg	742_left_eye.jpg
P6	Recording9	case_4	Top left	345056604	174.0	128.0	743.jpg	743_right_eye.jpg	743_left_eye.jpg
P6	Recording9	case_4	Top right	346379712	1752.0	167.0	744.jpg	744_right_eye.jpg	744_left_eye.jpg
P6	Recording9	case_4	Middle right	347992688	1763.0	550.0	745.jpg	745_right_eye.jpg	745_left_eye.jpg
P6	Recording9	case_4	Bottom left	349249272	162.0	912.0	746.jpg	746_right_eye.jpg	746_left_eye.jpg
P6	Recording9	case_4	Top right	350755686	1763.0	159.0	747.jpg	747_right_eye.jpg	747_left_eye.jpg
P6	Recording9	case_4	Top left	352065385	186.0	119.0	748.jpg	748_right_eye.jpg	748_left_eye.jpg
P6	Recording9	case_4	Top center	353145199	959.0	117.0	749.jpg	749_right_eye.jpg	749_left_eye.jpg
P6	Recording9	case_4	Middle center	354475095	966.0	491.0	750.jpg	750_right_eye.jpg	750_left_eye.jpg
P6	Recording9	case_4	Bottom center	355984741	972.0	914.0	751.jpg	751_right_eye.jpg	751_left_eye.jpg
P6	Recording9	case_4	Middle left	357281311	163.0	499.0	752.jpg	752_right_eye.jpg	752_left_eye.jpg
P6	Recording9	case_4	Bottom right	358657629	1767.0	914.0	753.jpg	753_right_eye.jpg	753_left_eye.jpg
P6	Recording9	case_4	Bottom left	360034195	150.0	915.0	754.jpg	754_right_eye.jpg	754_left_eye.jpg
P6	Recording9	case_4	Middle right	361457182	1760.0	546.0	755.jpg	755_right_eye.jpg	755_left_eye.jpg
P6	Recording9	case_5	Bottom right	403187231	1771.0	930.0	756.jpg	756_right_eye.jpg	756_left_eye.jpg
P6	Recording9	case_5	Top right	404650187	1759.0	167.0	757.jpg	757_right_eye.jpg	757_left_eye.jpg
P6	Recording9	case_5	Bottom left	406433356	157.0	913.0	758.jpg	758_right_eye.jpg	758_left_eye.jpg
P6	Recording9	case_5	Middle right	408369715	1750.0	537.0	759.jpg	759_right_eye.jpg	759_left_eye.jpg
P6	Recording9	case_5	Bottom center	409899462	976.0	915.0	760.jpg	760_right_eye.jpg	760_left_eye.jpg
P6	Recording9	case_5	Top center	411339220	967.0	137.0	761.jpg	761_right_eye.jpg	761_left_eye.jpg
P6	Recording9	case_5	Middle left	412962278	164.0	508.0	762.jpg	762_right_eye.jpg	762_left_eye.jpg
P6	Recording9	case_5	Top left	414755326	175.0	117.0	763.jpg	763_right_eye.jpg	763_left_eye.jpg
P6	Recording9	case_5	Middle center	416274955	974.0	481.0	764.jpg	764_right_eye.jpg	764_left_eye.jpg
P6	Recording9	case_5	Top right	417851497	1770.0	165.0	765.jpg	765_right_eye.jpg	765_left_eye.jpg
P6	Recording9	case_5	Middle center	419201134	975.0	484.0	766.jpg	766_right_eye.jpg	766_left_eye.jpg
P6	Recording9	case_5	Bottom right	421200840	1779.0	927.0	767.jpg	767_right_eye.jpg	767_left_eye.jpg
P6	Recording9	case_5	Bottom center	422497405	982.0	922.0	768.jpg	768_right_eye.jpg	768_left_eye.jpg
P6	Recording9	case_5	Middle left	424130474	167.0	501.0	769.jpg	769_right_eye.jpg	769_left_eye.jpg
P6	Recording9	case_5	Top left	425843517	178.0	118.0	770.jpg	770_right_eye.jpg	770_left_eye.jpg
P6	Recording9	case_5	Middle right	427369937	1772.0	528.0	771.jpg	771_right_eye.jpg	771_left_eye.jpg
P6	Recording9	case_5	Top center	428923027	968.0	136.0	772.jpg	772_right_eye.jpg	772_left_eye.jpg
P6	Recording9	case_5	Bottom left	431122673	210.0	904.0	773.jpg	773_right_eye.jpg	773_left_eye.jpg
P6	Recording9	case_5	Top left	432722424	183.0	119.0	774.jpg	774_right_eye.jpg	774_left_eye.jpg
P6	Recording9	case_5	Bottom center	434128867	968.0	913.0	775.jpg	775_right_eye.jpg	775_left_eye.jpg
P6	Recording9	case_5	Bottom right	435931911	1773.0	923.0	776.jpg	776_right_eye.jpg	776_left_eye.jpg
P6	Recording9	case_5	Bottom left	437921572	148.0	909.0	777.jpg	777_right_eye.jpg	777_left_eye.jpg
P6	Recording9	case_5	Top center	439554639	969.0	127.0	778.jpg	778_right_eye.jpg	778_left_eye.jpg
P6	Recording9	case_5	Middle right	441354353	1768.0	544.0	779.jpg	779_right_eye.jpg	779_left_eye.jpg
P6	Recording9	case_5	Middle center	442857332	974.0	479.0	780.jpg	780_right_eye.jpg	780_left_eye.jpg
P6	Recording9	case_5	Top right	444233882	1761.0	157.0	781.jpg	781_right_eye.jpg	781_left_eye.jpg
P6	Recording9	case_5	Middle left	446043464	168.0	496.0	782.jpg	782_right_eye.jpg	782_left_eye.jpg
P6	Recording9	case_6	Top left	460114540	183.0	117.0	783.jpg	783_right_eye.jpg	783_left_eye.jpg
P6	Recording9	case_6	Middle center	461314309	968.0	470.0	784.jpg	784_right_eye.jpg	784_left_eye.jpg
P6	Recording9	case_6	Middle left	462880742	169.0	502.0	785.jpg	785_right_eye.jpg	785_left_eye.jpg
P6	Recording9	case_6	Top right	464297289	1769.0	156.0	786.jpg	786_right_eye.jpg	786_left_eye.jpg
P6	Recording9	case_6	Bottom right	465810245	1777.0	932.0	787.jpg	787_right_eye.jpg	787_left_eye.jpg
P6	Recording9	case_6	Top center	467323368	968.0	131.0	788.jpg	788_right_eye.jpg	788_left_eye.jpg
P6	Recording9	case_6	Bottom left	468803146	154.0	914.0	789.jpg	789_right_eye.jpg	789_left_eye.jpg
P6	Recording9	case_6	Middle right	470232995	1764.0	531.0	790.jpg	790_right_eye.jpg	790_left_eye.jpg
P6	Recording9	case_6	Bottom center	471676004	978.0	908.0	791.jpg	791_right_eye.jpg	791_left_eye.jpg
P6	Recording9	case_6	Middle center	473115757	969.0	475.0	792.jpg	792_right_eye.jpg	792_left_eye.jpg
P6	Recording9	case_6	Middle right	474515568	1763.0	528.0	793.jpg	793_right_eye.jpg	793_left_eye.jpg
P6	Recording9	case_6	Top center	475978741	969.0	132.0	794.jpg	794_right_eye.jpg	794_left_eye.jpg
P6	Recording9	case_6	Top left	477315070	191.0	121.0	795.jpg	795_right_eye.jpg	795_left_eye.jpg
P6	Recording9	case_6	Middle left	478641537	160.0	501.0	796.jpg	796_right_eye.jpg	796_left_eye.jpg
P6	Recording9	case_6	Bottom left	480041332	160.0	906.0	797.jpg	797_right_eye.jpg	797_left_eye.jpg
P6	Recording9	case_6	Top right	481771135	1778.0	146.0	798.jpg	798_right_eye.jpg	798_left_eye.jpg
P6	Recording9	case_6	Bottom center	483187564	981.0	910.0	799.jpg	799_right_eye.jpg	799_left_eye.jpg
P6	Recording9	case_6	Bottom right	484537344	1776.0	928.0	800.jpg	800_right_eye.jpg	800_left_eye.jpg
P6	Recording9	case_6	Top center	485883798	978.0	128.0	801.jpg	801_right_eye.jpg	801_left_eye.jpg
P6	Recording9	case_6	Top left	487570187	185.0	105.0	802.jpg	802_right_eye.jpg	802_left_eye.jpg
P6	Recording9	case_6	Middle left	488913199	163.0	502.0	803.jpg	803_right_eye.jpg	803_left_eye.jpg
P6	Recording9	case_6	Bottom center	490323089	981.0	917.0	804.jpg	804_right_eye.jpg	804_left_eye.jpg
P6	Recording9	case_6	Bottom left	491962823	152.0	910.0	805.jpg	805_right_eye.jpg	805_left_eye.jpg
P6	Recording9	case_6	Middle center	493219157	968.0	479.0	806.jpg	806_right_eye.jpg	806_left_eye.jpg
P6	Recording9	case_6	Middle right	494682396	1766.0	533.0	807.jpg	807_right_eye.jpg	807_left_eye.jpg
P6	Recording9	case_6	Top right	495968845	1775.0	156.0	808.jpg	808_right_eye.jpg	808_left_eye.jpg
P6	Recording9	case_6	Bottom right	497225217	1768.0	918.0	809.jpg	809_right_eye.jpg	809_left_eye.jpg
P7	Recording10	case_1	Middle right	117523428	1732.0	572.0	810.jpg	810_right_eye.jpg	810_left_eye.jpg
P7	Recording10	case_1	Bottom left	119069850	181.0	949.0	811.jpg	811_right_eye.jpg	811_left_eye.jpg
P7	Recording10	case_1	Bottom center	120636264	964.0	966.0	812.jpg	812_right_eye.jpg	812_left_eye.jpg
P7	Recording10	case_1	Middle left	122059256	189.0	562.0	813.jpg	813_right_eye.jpg	813_left_eye.jpg
P7	Recording10	case_1	Bottom right	123755743	972.0	498.0	814.jpg	814_right_eye.jpg	814_left_eye.jpg
P7	Recording10	case_1	Top center	125052078	967.0	130.0	815.jpg	815_right_eye.jpg	815_left_eye.jpg
P7	Recording10	case_1	Top right	126611822	1747.0	137.0	816.jpg	816_right_eye.jpg	816_left_eye.jpg
P7	Recording10	case_1	Middle center	127926648			817.jpg	817_right_eye.jpg	817_left_eye.jpg
P7	Recording10	case_1	Top left	129181534	190.0	126.0	818.jpg	818_right_eye.jpg	818_left_eye.jpg
P7	Recording10	case_1	Bottom center	130491330	967.0	971.0	819.jpg	819_right_eye.jpg	819_left_eye.jpg
P7	Recording10	case_1	Middle center	131857770	966.0	572.0	820.jpg	820_right_eye.jpg	820_left_eye.jpg
P7	Recording10	case_1	Top right	133267533	1747.0	146.0	821.jpg	821_right_eye.jpg	821_left_eye.jpg
P7	Recording10	case_1	Top left	134717300	185.0	122.0	822.jpg	822_right_eye.jpg	822_left_eye.jpg
P7	Recording10	case_1	Top center	135980310	965.0	138.0	823.jpg	823_right_eye.jpg	823_left_eye.jpg
P7	Recording10	case_1	Bottom right	137346744	1723.0	954.0	824.jpg	824_right_eye.jpg	824_left_eye.jpg
P7	Recording10	case_1	Bottom left	138483360	181.0	953.0	825.jpg	825_right_eye.jpg	825_left_eye.jpg
P7	Recording10	case_1	Middle right	139869795	1722.0	561.0	826.jpg	826_right_eye.jpg	826_left_eye.jpg
P7	Recording10	case_1	Middle left	141202922	195.0	551.0	827.jpg	827_right_eye.jpg	827_left_eye.jpg
P7	Recording10	case_1	Middle right	142445936	1726.0	570.0	828.jpg	828_right_eye.jpg	828_left_eye.jpg
P7	Recording10	case_1	Bottom left	143669186	179.0	962.0	829.jpg	829_right_eye.jpg	829_left_eye.jpg
P7	Recording10	case_1	Middle left	144858882	192.0	559.0	830.jpg	830_right_eye.jpg	830_left_eye.jpg
P7	Recording10	case_1	Bottom center	146212098	977.0	961.0	831.jpg	831_right_eye.jpg	831_left_eye.jpg
P7	Recording10	case_1	Top left	147251925	190.0	120.0	832.jpg	832_right_eye.jpg	832_left_eye.jpg
P7	Recording10	case_1	Top right	148371744	1741.0	152.0	833.jpg	833_right_eye.jpg	833_left_eye.jpg
P7	Recording10	case_1	Middle center	149714857	974.0	533.0	834.jpg	834_right_eye.jpg	834_left_eye.jpg
P7	Recording10	case_1	Top center	150868009	964.0	146.0	835.jpg	835_right_eye.jpg	835_left_eye.jpg
P7	Recording10	case_1	Bottom right	152061145	1731.0	937.0	836.jpg	836_right_eye.jpg	836_left_eye.jpg
P7	Recording10	case_2	Top right	179373392	1761.0	157.0	837.jpg	837_right_eye.jpg	837_left_eye.jpg
P7	Recording10	case_2	Middle right	180843154	1754.0	547.0	838.jpg	838_right_eye.jpg	838_left_eye.jpg
P7	Recording10	case_2	Bottom center	182814741			839.jpg	839_right_eye.jpg	839_left_eye.jpg
P7	Recording10	case_2	Middle left	184279164	170.0	495.0	840.jpg	840_right_eye.jpg	840_left_eye.jpg
P7	Recording10	case_2	Bottom right	185845576	1733.0	989.0	841.jpg	841_right_eye.jpg	841_left_eye.jpg
P7	Recording10	case_2	Bottom left	187422089	169.0	937.0	842.jpg	842_right_eye.jpg	842_left_eye.jpg
P7	Recording10	case_2	Middle center	188901855	950.0	487.0	843.jpg	843_right_eye.jpg	843_left_eye.jpg
P7	Recording10	case_2	Top center	190501601	966.0	49.0	844.jpg	844_right_eye.jpg	844_left_eye.jpg
P7	Recording10	case_2	Top left	192070862	184.0	76.0	845.jpg	845_right_eye.jpg	845_left_eye.jpg
P7	Recording10	case_2	Middle center	193502841			846.jpg	846_right_eye.jpg	846_left_eye.jpg
P7	Recording10	case_2	Top right	194844132	1731.0	162.0	847.jpg	847_right_eye.jpg	847_left_eye.jpg
P7	Recording10	case_2	Middle left	196220675	174.0	502.0	848.jpg	848_right_eye.jpg	848_left_eye.jpg
P7	Recording10	case_2	Top left	197637003	181.0	69.0	849.jpg	849_right_eye.jpg	849_left_eye.jpg
P7	Recording10	case_2	Bottom right	199134890			850.jpg	850_right_eye.jpg	850_left_eye.jpg
P7	Recording10	case_2	Bottom center	200446671			851.jpg	851_right_eye.jpg	851_left_eye.jpg
P7	Recording10	case_2	Middle right	201646846			852.jpg	852_right_eye.jpg	852_left_eye.jpg
P7	Recording10	case_2	Top center	202918582			853.jpg	853_right_eye.jpg	853_left_eye.jpg
P7	Recording10	case_2	Bottom left	204078928			854.jpg	854_right_eye.jpg	854_left_eye.jpg
P7	Recording10	case_2	Bottom left	205185911	190.0	937.0	855.jpg	855_right_eye.jpg	855_left_eye.jpg
P7	Recording10	case_2	Bottom right	208726916			856.jpg	856_right_eye.jpg	856_left_eye.jpg
P7	Recording10	case_2	Top center	210382759			857.jpg	857_right_eye.jpg	857_left_eye.jpg
P7	Recording10	case_2	Middle center	211606950			858.jpg	858_right_eye.jpg	858_left_eye.jpg
P7	Recording10	case_2	Bottom center	212950604			859.jpg	859_right_eye.jpg	859_left_eye.jpg
P7	Recording10	case_2	Middle right	214246749			860.jpg	860_right_eye.jpg	860_left_eye.jpg
P7	Recording10	case_2	Middle left	215366898	136.0	392.0	861.jpg	861_right_eye.jpg	861_left_eye.jpg
P7	Recording10	case_2	Top right	216606523			862.jpg	862_right_eye.jpg	862_left_eye.jpg
P7	Recording10	case_2	Top left	217603796	190.0	75.0	863.jpg	863_right_eye.jpg	863_left_eye.jpg
P7	Recording10	case_3	Bottom left	247405740	186.0	947.0	864.jpg	864_right_eye.jpg	864_left_eye.jpg
P7	Recording10	case_3	Middle left	249178793	196.0	558.0	865.jpg	865_right_eye.jpg	865_left_eye.jpg
P7	Recording10	case_3	Middle right	250685224	1727.0	577.0	866.jpg	866_right_eye.jpg	866_left_eye.jpg
P7	Recording10	case_3	Bottom center	252011665	977.0	966.0	867.jpg	867_right_eye.jpg	867_left_eye.jpg
P7	Recording10	case_3	Bottom right	253547983	1720.0	959.0	868.jpg	868_right_eye.jpg	868_left_eye.jpg
P7	Recording10	case_3	Top center	255211144	960.0	147.0	869.jpg	869_right_eye.jpg	869_left_eye.jpg
P7	Recording10	case_3	Middle center	256670504	959.0	533.0	870.jpg	870_right_eye.jpg	870_left_eye.jpg
P7	Recording10	case_3	Top right	257884023	1749.0	151.0	871.jpg	871_right_eye.jpg	871_left_eye.jpg
P7	Recording10	case_3	Top left	259373784	190.0	128.0	872.jpg	872_right_eye.jpg	872_left_eye.jpg
P7	Recording10	case_3	Middle right	260780223	1720.0	573.0	873.jpg	873_right_eye.jpg	873_left_eye.jpg
P7	Recording10	case_3	Middle left	262093343	187.0	555.0	874.jpg	874_right_eye.jpg	874_left_eye.jpg
P7	Recording10	case_3	Bottom center	263459787	977.0	972.0	875.jpg	875_right_eye.jpg	875_left_eye.jpg
P7	Recording10	case_3	Top left	264869459	186.0	125.0	876.jpg	876_right_eye.jpg	876_left_eye.jpg
P7	Recording10	case_3	Top center	266092689	963.0	144.0	877.jpg	877_right_eye.jpg	877_left_eye.jpg
P7	Recording10	case_3	Bottom right	267630762			878.jpg	878_right_eye.jpg	878_left_eye.jpg
P7	Recording10	case_3	Middle center	268926884			879.jpg	879_right_eye.jpg	879_left_eye.jpg
P7	Recording10	case_3	Top right	270085676	1751.0	151.0	880.jpg	880_right_eye.jpg	880_left_eye.jpg
P7	Recording10	case_3	Bottom left	271574716	345.0	949.0	881.jpg	881_right_eye.jpg	881_left_eye.jpg
P7	Recording10	case_3	Middle center	272811902	1045.0	489.0	882.jpg	882_right_eye.jpg	882_left_eye.jpg
P7	Recording10	case_3	Top center	274045037	1027.0	136.0	883.jpg	883_right_eye.jpg	883_left_eye.jpg
P7	Recording10	case_3	Middle right	275278165	1724.0	574.0	884.jpg	884_right_eye.jpg	884_left_eye.jpg
P7	Recording10	case_3	Bottom right	276524624	1714.0	957.0	885.jpg	885_right_eye.jpg	885_left_eye.jpg
P7	Recording10	case_3	Top left	277894934	345.0	121.0	886.jpg	886_right_eye.jpg	886_left_eye.jpg
